,indicator_group,year,value,indicator_name,source_comment,country,indicator_units,source_name,category_name,sub_category
603,Customer acquisition,,13.4,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
604,Modules,,302.9,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
605,Inverters,,44.9,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
606,Racking and mounting,,57.8,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
607,Grid connection,,55.6,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
608,Cabling/ wiring,,54.9,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
609,Safety and security,,28.5,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
610,Monitoring and control,,7.9,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
611,Mechanical installation,,49.5,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
612,Electrical installation,,40.1,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
613,Inspection,,7.2,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
614,Margin,,121.4,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
615,Financing costs,,93.3,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
616,System design,,2.2,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
617,Permitting,,17.0,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
618,Incentive application,,4.8,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
619,Customer acquisition,,0.3,Total installed cost ,Fig. 3.6,Chile, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
620,Modules,,312.4,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
621,Inverters,,45.8,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
622,Racking and mounting,,80.5,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
623,Grid connection,,87.5,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
624,Cabling/ wiring,,42.5,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
625,Safety and security,,17.4,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
626,Monitoring and control,,7.0,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
627,Mechanical installation,,42.0,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
628,Electrical installation,,35.9,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
629,Inspection,,16.2,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
630,Margin,,101.3,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
631,Financing costs,,10.4,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
632,System design,,20.2,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
633,Permitting,,26.7,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
634,Incentive application,,4.3,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
635,Customer acquisition,,15.1,Total installed cost ,Fig. 3.6,Romania, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
636,Modules,,284.2,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
637,Inverters,,53.0,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
638,Racking and mounting,,68.9,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
639,Grid connection,,85.9,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
640,Cabling/ wiring,,35.7,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
641,Safety and security,,11.0,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
642,Monitoring and control,,7.8,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
643,Mechanical installation,,37.5,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
644,Electrical installation,,40.8,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
645,Inspection,,15.5,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
646,Margin,,110.8,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
647,Financing costs,,7.5,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
648,System design,,12.5,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
649,Permitting,,20.5,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
650,Incentive application,,3.6,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
651,Customer acquisition,,7.9,Total installed cost ,Fig. 3.6,Bulgaria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
652,Modules,,284.4,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
653,Inverters,,38.9,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
654,Racking and mounting,,90.6,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
655,Grid connection,,43.5,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
656,Cabling/ wiring,,61.5,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
657,Safety and security,,10.0,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
658,Monitoring and control,,10.4,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
659,Mechanical installation,,38.8,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
660,Electrical installation,,28.6,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
661,Inspection,,22.7,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
662,Margin,,86.0,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
663,Financing costs,,2.8,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
664,System design,,26.3,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
665,Permitting,,22.0,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
666,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
667,Customer acquisition,,11.9,Total installed cost ,Fig. 3.6,Spain, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
668,Modules,,300.7,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
669,Inverters,,49.7,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
670,Racking and mounting,,62.5,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
671,Grid connection,,65.8,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
672,Cabling/ wiring,,46.5,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
673,Safety and security,,16.6,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
674,Monitoring and control,,4.3,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
675,Mechanical installation,,70.8,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
676,Electrical installation,,49.9,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
677,Inspection,,5.4,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
678,Margin,,51.5,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
679,Financing costs,,9.9,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
680,System design,,10.4,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
681,Permitting,,23.2,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
682,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
683,Customer acquisition,,3.8,Total installed cost ,Fig. 3.6,Italy, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
684,Modules,,191.5,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
685,Inverters,,38.0,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
686,Racking and mounting,,72.7,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
687,Grid connection,,37.1,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
688,Cabling/ wiring,,38.9,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
689,Safety and security,,26.0,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
690,Monitoring and control,,15.5,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
691,Mechanical installation,,99.7,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
692,Electrical installation,,82.4,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
693,Inspection,,8.0,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
694,Margin,,42.5,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
695,Financing costs,,28.0,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
696,System design,,25.2,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
697,Permitting,,24.4,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
698,Incentive application,,7.4,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
699,Customer acquisition,,9.9,Total installed cost ,Fig. 3.6,Brazil, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
700,Modules,,257.7,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
701,Inverters,,40.0,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
702,Racking and mounting,,14.3,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
703,Grid connection,,68.1,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
704,Cabling/ wiring,,20.0,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
705,Safety and security,,11.9,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
706,Monitoring and control,,2.5,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
707,Mechanical installation,,67.8,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
708,Electrical installation,,47.8,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
709,Inspection,,10.4,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
710,Margin,,74.8,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
711,Financing costs,,53.2,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
712,System design,,4.3,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
713,Permitting,,15.2,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
714,Incentive application,,19.2,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
715,Customer acquisition,,8.0,Total installed cost ,Fig. 3.6,China, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
716,Modules,,271.6,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
717,Inverters,,42.8,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
718,Racking and mounting,,92.6,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
719,Grid connection,,17.7,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
720,Cabling/ wiring,,27.2,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
721,Safety and security,,11.5,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
722,Monitoring and control,,3.6,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
723,Mechanical installation,,59.6,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
724,Electrical installation,,92.3,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
725,Inspection,,25.0,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
726,Margin,,48.1,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
727,Financing costs,,2.6,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
728,System design,,6.2,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
729,Permitting,,1.4,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
730,Incentive application,,1.3,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
731,Customer acquisition,,0.0,Total installed cost ,Fig. 3.6,Austria, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
732,Modules,,203.6,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
733,Inverters,,27.7,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
734,Racking and mounting,,27.5,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
735,Grid connection,,33.4,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
736,Cabling/ wiring,,47.8,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
737,Safety and security,,5.4,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
738,Monitoring and control,,2.7,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
739,Mechanical installation,,63.9,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
740,Electrical installation,,49.8,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
741,Inspection,,7.2,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
742,Margin,,65.8,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
743,Financing costs,,45.6,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
744,System design,,11.4,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
745,Permitting,,55.6,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
746,Incentive application,,41.1,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
747,Customer acquisition,,1.4,Total installed cost ,Fig. 3.6,Türkiye, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
748,Modules,,226.2,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
749,Inverters,,29.8,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
750,Racking and mounting,,65.5,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
751,Grid connection,,36.4,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
752,Cabling/ wiring,,52.8,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
753,Safety and security,,7.4,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
754,Monitoring and control,,7.6,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
755,Mechanical installation,,37.8,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
756,Electrical installation,,27.9,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
757,Inspection,,22.0,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
758,Margin,,83.7,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
759,Financing costs,,2.7,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
760,System design,,21.1,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
761,Permitting,,21.5,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
762,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
763,Customer acquisition,,10.4,Total installed cost ,Fig. 3.6,Saudi Arabia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
764,Modules,,196.8,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
765,Inverters,,28.8,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
766,Racking and mounting,,52.4,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
767,Grid connection,,34.6,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
768,Cabling/ wiring,,34.9,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
769,Safety and security,,22.2,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
770,Monitoring and control,,6.5,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
771,Mechanical installation,,46.0,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
772,Electrical installation,,32.8,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
773,Inspection,,7.2,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
774,Margin,,50.9,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
775,Financing costs,,79.4,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
776,System design,,17.5,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
777,Permitting,,15.9,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
778,Incentive application,,8.2,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
779,Customer acquisition,,6.4,Total installed cost ,Fig. 3.6,India, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
780,5th  percentile,2010.0,0.11,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
781,5th  percentile,2011.0,0.101,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
