,country,year,value,indicator_name,indicator_topic,indicator_subtopic,indicator_group,source_description
166,United Kingdom,2017,1421,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
167,United States,2017,2101,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
168,Viet Nam,2017,3219,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
169,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
170,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
171,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
172,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
173,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
174,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
175,,2017,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
176,Australia,2018,1705,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
177,China,2018,987,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
178,France,2018,1205,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
179,Germany,2018,1249,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
180,India,2018,889,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
181,Italy,2018,976,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
182,Japan,2018,2357,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
183,Netherlands,2018,1310,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
184,Republic of Korea,2018,1488,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
185,Spain,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
186,Türkiye,2018,1353,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
187,Ukraine,2018,1507,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
188,United Kingdom,2018,1528,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
189,United States,2018,1737,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
190,Viet Nam,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
191,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
192,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
193,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
194,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
195,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
196,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
197,,2018,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
198,Australia,2019,1403,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
199,China,2019,891,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
200,France,2019,1098,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
201,Germany,2019,1008,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
202,India,2019,694,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
203,Italy,2019,931,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
204,Japan,2019,2322,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
205,Netherlands,2019,1258,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
206,Republic of Korea,2019,1405,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
207,Spain,2019,860,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
208,Türkiye,2019,1033,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
209,Ukraine,2019,977,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
210,United Kingdom,2019,1142,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
211,United States,2019,1369,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
212,Viet Nam,2019,1183,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
213,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
214,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
215,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
216,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
217,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
218,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
219,,2019,,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
220,Australia,2020,1176,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
221,China,2020,721,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
222,France,2020,1045,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
223,Germany,2020,776,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
224,India,2020,661,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
225,Italy,2020,866,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
226,Japan,2020,2031,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
227,Netherlands,2020,1246,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
228,Republic of Korea,2020,1052,Utility-scale solar PV total installed cost,Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
